HHID,Home,MemID,EpisodeID,OrigLoc,DestLoc,LeaveTime,TravelTime,BeginTime,EndTime,ActivityType,Mode,With,Charging
7954,5683,0,2,5682,5684,18:33+0,4,18:37+0,21:40+0,Leisure,Car,Missing,NoCharging
7954,5683,0,3,5684,5683,21:40+0,1,21:41+0,03:00+1,Home,Car,Missing,PrivateCharging
7954,5683,1,0,5683,5683,03:00+0,0,03:00+0,08:14+0,Home,Missing,Missing,PrivateCharging
7954,5683,1,1,5683,5683,08:14+0,19,08:33+0,16:24+0,Work,Walking or Biking,Missing,NoCharging
7954,5683,1,2,5683,5683,16:24+0,9,16:33+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
7958,5684,0,0,5684,5684,03:00+0,0,03:00+0,13:08+0,Home,Missing,Missing,PrivateCharging
7958,5684,0,1,5684,3566,13:08+0,55,14:03+0,14:57+0,Groceries,Car,Missing,PublicCharging
7958,5684,0,2,3566,5684,15:19+0,55,16:14+0,16:57+0,Social,Car,Missing,PublicCharging
7958,5684,0,3,5684,5684,16:57+0,9,17:06+0,03:00+1,Home,Car,Missing,NoCharging
7958,5684,1,0,5684,5684,03:00+0,0,03:00+0,07:33+0,Home,Missing,Missing,PrivateCharging
7958,5684,1,1,5684,6673,07:33+0,48,08:21+0,17:08+0,Work,Car,Missing,NoCharging
7958,5684,1,2,6673,5684,17:08+0,48,17:56+0,03:00+1,Home,Car,Missing,SemiPublicCharging
9748,5683,0,0,5683,5683,03:00+0,0,03:00+0,09:35+0,Home,Missing,Missing,NoCharging
9748,5683,0,1,5683,5683,09:35+0,5,09:40+0,13:15+0,Work,Car,Missing,NoCharging
9748,5683,0,2,5683,5683,13:15+0,9,13:24+0,14:33+0,Home,Car,Missing,PrivateCharging
9748,5683,0,3,5683,5683,14:34+0,8,14:42+0,19:41+0,Work,Car,Missing,NoCharging
9748,5683,0,4,5683,5683,19:41+0,7,19:48+0,03:00+1,Home,Car,Missing,NoCharging
9748,5683,1,0,5683,5683,03:00+0,0,03:00+0,10:31+0,Home,Missing,Missing,PrivateCharging
9748,5683,1,1,5683,5683,10:31+0,5,10:36+0,10:41+0,BringGet,Walking or Biking,Missing,NoCharging
9748,5683,1,2,5683,5683,10:41+0,24,11:05+0,12:53+0,Home,Walking or Biking,Missing,NoCharging
9748,5683,1,3,5683,5683,12:53+0,7,13:00+0,13:06+0,BringGet,Walking or Biking,Missing,NoCharging
9748,5683,1,4,5683,5683,13:06+0,28,13:34+0,13:45+0,BringGet,Walking or Biking,Missing,NoCharging
9748,5683,1,5,5683,5683,13:45+0,28,14:13+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
9736,5684,0,0,5684,5684,03:00+0,0,03:00+0,09:02+0,Home,Missing,Missing,PublicCharging
9736,5684,0,1,5684,5684,09:02+0,9,09:11+0,18:56+0,Work,Car,Missing,NoCharging
9736,5684,0,2,5684,5684,18:56+0,6,19:02+0,03:00+1,Home,Car,Missing,PrivateCharging
9736,5684,1,0,5684,5684,03:00+0,0,03:00+0,07:09+0,Home,Missing,Missing,PrivateCharging
9736,5684,1,1,5684,3584,07:09+0,53,08:02+0,15:53+0,Work,Car,Missing,PublicCharging
9736,5684,1,2,3584,5684,15:53+0,53,16:46+0,17:54+0,Home,Car,Missing,NoCharging
9736,5684,1,3,5684,3584,17:54+0,53,18:47+0,21:25+0,Work,Car,Missing,PublicCharging
9736,5684,1,4,3584,5684,21:25+0,53,22:18+0,03:00+1,Home,Car,Missing,PrivateCharging
9883,5684,0,0,5684,5684,03:00+0,0,03:00+0,08:26+0,Home,Missing,Missing,PrivateCharging
9883,5684,0,1,5684,5684,08:26+0,7,08:33+0,20:18+0,Work,Car,Missing,PublicCharging
9883,5684,0,2,5684,5684,20:18+0,9,20:27+0,03:00+1,Home,Car,Missing,NoCharging
9883,5684,1,0,5684,5684,03:00+0,0,03:00+0,08:00+0,Home,Missing,Missing,PrivateCharging
9883,5684,1,1,5684,5684,08:00+0,14,08:14+0,13:13+0,Work,Walking or Biking,Missing,NoCharging
9883,5684,1,2,5684,5684,13:13+0,12,13:25+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
9886,5683,0,0,5683,5683,03:00+0,0,03:00+0,07:21+0,Home,Missing,Missing,NoCharging
9886,5683,0,1,5683,5656,07:21+0,14,07:35+0,07:45+0,BringGet,Car,Missing,PublicCharging
9886,5683,0,2,5656,5683,07:46+0,14,08:00+0,17:05+0,Work,Car,Missing,SemiPublicCharging
9886,5683,0,3,5683,5683,17:05+0,5,17:10+0,03:00+1,Home,Car,Missing,PrivateCharging
9886,5683,1,0,5683,5683,03:00+0,0,03:00+0,15:42+0,Home,Missing,Missing,NoCharging
9886,5683,1,1,5683,5683,15:42+0,12,15:54+0,16:07+0,Services,Walking or Biking,Missing,NoCharging
9886,5683,1,2,5683,5683,16:07+0,25,16:32+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
9887,5684,0,0,5684,5684,03:00+0,0,03:00+0,08:23+0,Home,Missing,Missing,NoCharging
9887,5684,0,1,5684,5684,08:23+0,25,08:48+0,17:36+0,Work,Walking or Biking,Missing,NoCharging
9887,5684,0,2,5684,5684,17:36+0,24,18:00+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
9887,5684,1,0,5684,5684,03:00+0,0,03:00+0,07:27+0,Home,Missing,Missing,PrivateCharging
9887,5684,1,1,5684,5684,07:27+0,5,07:32+0,17:07+0,Work,Car,Missing,NoCharging
9887,5684,1,2,5684,5681,17:07+0,5,17:12+0,17:17+0,Other,Car,Missing,NoCharging
9887,5684,1,3,5681,5681,17:52+0,7,17:59+0,19:04+0,Leisure,Car,Missing,NoCharging
9887,5684,1,4,5681,5684,19:04+0,5,19:09+0,03:00+1,Home,Car,Missing,PrivateCharging
9888,5684,0,0,5684,5684,03:00+0,0,03:00+0,08:46+0,Home,Missing,Missing,NoCharging
9888,5684,0,1,5684,5681,08:46+0,5,08:51+0,10:00+0,Business,Car,Missing,PublicCharging
9888,5684,0,2,5681,5681,10:01+0,9,10:10+0,11:18+0,Business,Car,Missing,PublicCharging
9888,5684,0,3,5681,5684,11:18+0,5,11:23+0,03:00+1,Home,Car,Missing,NoCharging
9888,5684,1,0,5684,5684,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
9734,5684,0,0,5684,5684,03:00+0,0,03:00+0,15:51+0,Home,Missing,Missing,PrivateCharging
9734,5684,0,1,5684,5684,15:51+0,9,16:00+0,16:37+0,Leisure,Car,Missing,PublicCharging
9734,5684,0,2,5684,5504,16:37+0,16,16:53+0,16:58+0,BringGet,Car,Missing,NoCharging
9734,5684,0,3,5504,5684,16:58+0,16,17:14+0,17:19+0,Home,Car,Missing,NoCharging
9734,5684,0,4,5684,5684,17:19+0,6,17:25+0,17:30+0,BringGet,Walking or Biking,Missing,NoCharging
9734,5684,0,5,5684,5684,17:30+0,7,17:37+0,17:42+0,Business,Walking or Biking,Missing,NoCharging
9734,5684,0,6,5684,5684,17:42+0,21,18:03+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
9734,5684,1,0,5684,5684,03:00+0,0,03:00+0,07:29+0,Home,Missing,Missing,PrivateCharging
9734,5684,1,1,5684,5684,07:29+0,8,07:37+0,10:16+0,Work,Car,Missing,PublicCharging
9734,5684,1,2,5684,5684,10:18+0,6,10:24+0,10:29+0,Home,Car,Missing,NoCharging
9734,5684,1,3,5684,5684,11:06+0,16,11:22+0,13:23+0,Work,Walking or Biking,Missing,NoCharging
9734,5684,1,4,5684,5684,13:23+0,20,13:43+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10026,5683,0,0,5683,5683,03:00+0,0,03:00+0,08:05+0,Home,Missing,Missing,NoCharging
10026,5683,0,1,5683,5653,08:05+0,11,08:16+0,16:43+0,Work,Car,Missing,NoCharging
10026,5683,0,2,5653,5683,16:43+0,11,16:54+0,03:00+1,Home,Car,Missing,NoCharging
10026,5683,1,0,5683,5683,03:00+0,0,03:00+0,07:46+0,Home,Missing,Missing,NoCharging
10026,5683,1,1,5683,5684,07:46+0,3,07:49+0,17:33+0,Work,Walking or Biking,Missing,NoCharging
10026,5683,1,2,5684,5683,17:33+0,3,17:36+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10042,5683,0,0,5683,5683,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
10042,5683,1,0,5683,5683,03:00+0,0,03:00+0,07:52+0,Home,Missing,Missing,NoCharging
10042,5683,1,1,5683,5664,07:52+0,18,08:10+0,10:45+0,Work,Car,Missing,NoCharging
10042,5683,1,2,5664,5683,10:45+0,18,11:03+0,15:29+0,Work,Car,Missing,NoCharging
10042,5683,1,3,5683,5683,15:29+0,5,15:34+0,03:00+1,Home,Car,Missing,PrivateCharging
10016,5683,0,0,5683,5683,03:00+0,0,03:00+0,07:43+0,Home,Missing,Missing,NoCharging
10016,5683,0,1,5683,5683,07:43+0,8,07:51+0,18:14+0,Work,Car,Missing,NoCharging
10016,5683,0,2,5683,5683,18:14+0,9,18:23+0,03:00+1,Home,Car,Missing,PrivateCharging
10016,5683,1,0,5683,5683,03:00+0,0,03:00+0,07:10+0,Home,Missing,Missing,PrivateCharging
10016,5683,1,1,5683,5611,07:10+0,14,07:24+0,15:29+0,Work,Car,Missing,SemiPublicCharging
10016,5683,1,2,5611,5683,15:29+0,14,15:43+0,17:15+0,Home,Car,Missing,PrivateCharging
10016,5683,1,3,5683,5682,17:22+0,9,17:31+0,20:17+0,Leisure,Walking or Biking,Missing,NoCharging
10016,5683,1,4,5682,5683,20:17+0,9,20:26+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10119,5684,0,0,5684,5684,03:00+0,0,03:00+0,09:07+0,Home,Missing,Missing,PrivateCharging
10119,5684,0,1,5684,3751,09:07+0,72,10:19+0,13:43+0,Work,Car,Missing,SemiPublicCharging
10119,5684,0,2,3751,5684,13:43+0,72,14:55+0,03:00+1,Home,Car,Missing,NoCharging
10119,5684,1,0,5684,5684,03:00+0,0,03:00+0,17:10+0,Home,Missing,Missing,PrivateCharging
10119,5684,1,1,5684,5682,17:10+0,4,17:14+0,17:32+0,Touring,Car,Missing,NoCharging
10119,5684,1,2,5682,5682,17:53+0,7,18:00+0,22:47+0,Leisure,Car,Missing,SemiPublicCharging
10119,5684,1,3,5682,5684,22:47+0,4,22:51+0,03:00+1,Home,Car,Missing,NoCharging
10118,5683,0,0,5683,5683,03:00+0,0,03:00+0,08:33+0,Home,Missing,Missing,PrivateCharging
10118,5683,0,1,5683,5491,08:33+0,15,08:48+0,11:08+0,Work,Car,Missing,NoCharging
10118,5683,0,2,5491,5491,11:08+0,9,11:17+0,13:27+0,Work,Car,Missing,NoCharging
10118,5683,0,3,5491,5683,13:27+0,15,13:42+0,15:10+0,Home,Car,Missing,NoCharging
10118,5683,0,4,5683,5491,15:11+0,15,15:26+0,16:38+0,Groceries,Car as Passenger,Missing,PublicCharging
10118,5683,0,5,5491,5683,16:38+0,15,16:53+0,03:00+1,Home,Car as Passenger,Missing,PrivateCharging
10118,5683,1,0,5683,5683,03:00+0,0,03:00+0,09:05+0,Home,Missing,Missing,PrivateCharging
10118,5683,1,1,5683,5683,09:05+0,5,09:10+0,13:01+0,Work,Car,Missing,NoCharging
10118,5683,1,2,5683,5683,13:01+0,7,13:08+0,14:42+0,Home,Car,Missing,PrivateCharging
10118,5683,1,3,5683,5612,14:42+0,11,14:53+0,17:05+0,Touring,Car,Missing,NoCharging
10118,5683,1,4,5612,5683,17:05+0,11,17:16+0,03:00+1,Home,Car,Missing,NoCharging
10125,5684,0,0,5684,5684,03:00+0,0,03:00+0,06:54+0,Home,Missing,Missing,NoCharging
10125,5684,0,1,5684,5684,06:54+0,6,07:00+0,17:35+0,Work,Car,Missing,NoCharging
10125,5684,0,2,5684,5684,17:35+0,7,17:42+0,03:00+1,Home,Car,Missing,PrivateCharging
10125,5684,1,0,5684,5684,03:00+0,0,03:00+0,09:46+0,Home,Missing,Missing,NoCharging
10125,5684,1,1,5684,5684,09:46+0,27,10:13+0,11:23+0,Business,Walking or Biking,Missing,NoCharging
10125,5684,1,2,5684,5684,11:23+0,16,11:39+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10122,5683,0,0,5683,5683,03:00+0,0,03:00+0,07:53+0,Home,Missing,Missing,PrivateCharging
10122,5683,0,1,5683,5611,07:53+0,14,08:07+0,16:17+0,Work,Car,Missing,NoCharging
10122,5683,0,2,5611,5683,16:18+0,14,16:32+0,16:47+0,BringGet,Car,Missing,NoCharging
10122,5683,0,3,5683,5683,16:48+0,7,16:55+0,17:44+0,Home,Car,Missing,PrivateCharging
10122,5683,0,4,5683,5683,17:44+0,6,17:50+0,17:55+0,BringGet,Walking or Biking,Missing,NoCharging
10122,5683,0,5,5683,5684,17:57+0,3,18:00+0,22:51+0,Social,Walking or Biking,Missing,NoCharging
10122,5683,0,6,5684,5683,22:51+0,3,22:54+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10122,5683,1,0,5683,5683,03:00+0,0,03:00+0,13:59+0,Home,Missing,Missing,NoCharging
10122,5683,1,1,5683,5683,13:59+0,23,14:22+0,15:00+0,Social,Walking or Biking,Missing,NoCharging
10122,5683,1,2,5683,5683,15:00+0,10,15:10+0,17:07+0,Home,Walking or Biking,Missing,NoCharging
10122,5683,1,3,5683,5683,17:07+0,9,17:16+0,17:32+0,Social,Car,Missing,PublicCharging
10122,5683,1,4,5683,5654,17:47+0,13,18:00+0,21:11+0,Social,Car,Missing,PublicCharging
10122,5683,1,5,5654,5683,21:11+0,13,21:24+0,03:00+1,Home,Car,Missing,NoCharging
10124,5683,0,0,5683,5683,03:00+0,0,03:00+0,07:59+0,Home,Missing,Missing,NoCharging
10124,5683,0,1,5683,5682,07:59+0,3,08:02+0,19:25+0,Work,Car,Missing,FastCharging
10124,5683,0,2,5682,5683,19:25+0,3,19:28+0,03:00+1,Home,Car,Missing,PrivateCharging
10124,5683,1,0,5683,5683,03:00+0,0,03:00+0,08:29+0,Home,Missing,Missing,NoCharging
10124,5683,1,1,5683,5682,08:29+0,3,08:32+0,10:31+0,Work,Car,Missing,NoCharging
10124,5683,1,2,5682,5683,10:31+0,3,10:34+0,11:46+0,Home,Car,Missing,PrivateCharging
10124,5683,1,3,5683,5682,11:46+0,3,11:49+0,16:02+0,Work,Car,Missing,PublicCharging
10124,5683,1,4,5682,5684,16:02+0,4,16:06+0,16:11+0,BringGet,Car,Missing,NoCharging
10124,5683,1,5,5684,5683,16:11+0,1,16:12+0,03:00+1,Home,Car,Missing,NoCharging
10129,5683,0,0,5683,5683,03:00+0,0,03:00+0,07:18+0,Home,Missing,Missing,NoCharging
10129,5683,0,1,5683,5683,07:18+0,7,07:25+0,16:14+0,Work,Car,Missing,SemiPublicCharging
10129,5683,0,2,5683,5683,16:14+0,8,16:22+0,03:00+1,Home,Car,Missing,NoCharging
10129,5683,1,0,5683,5683,03:00+0,0,03:00+0,14:47+0,Home,Missing,Missing,PrivateCharging
10129,5683,1,1,5683,5683,14:47+0,5,14:52+0,15:18+0,Groceries,Car,Missing,NoCharging
10129,5683,1,2,5683,5683,15:18+0,5,15:23+0,03:00+1,Home,Car,Missing,PrivateCharging
10133,5683,0,0,5683,5683,03:00+0,0,03:00+0,07:11+0,Home,Missing,Missing,NoCharging
10133,5683,0,1,5683,5705,07:11+0,27,07:38+0,16:49+0,Work,Car,Missing,SemiPublicCharging
10133,5683,0,2,5705,5671,16:49+0,13,17:02+0,17:25+0,Social,Car,Missing,PublicCharging
10133,5683,0,3,5671,5683,17:25+0,14,17:39+0,03:00+1,Home,Car,Missing,NoCharging
10133,5683,1,0,5683,5683,03:00+0,0,03:00+0,08:31+0,Home,Missing,Missing,NoCharging
10133,5683,1,1,5683,5683,08:31+0,5,08:36+0,12:44+0,Work,Car,Missing,FastCharging
10133,5683,1,2,5683,5683,12:44+0,6,12:50+0,03:00+1,Home,Car,Missing,PrivateCharging
10135,5684,0,0,5684,5684,03:00+0,0,03:00+0,08:41+0,Home,Missing,Missing,PrivateCharging
10135,5684,0,1,5684,5684,08:41+0,11,08:52+0,17:45+0,Work,Walking or Biking,Missing,NoCharging
10135,5684,0,2,5684,5684,17:45+0,20,18:05+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10135,5684,1,0,5684,5684,03:00+0,0,03:00+0,17:24+0,Home,Missing,Missing,PrivateCharging
10135,5684,1,1,5684,5684,17:24+0,5,17:29+0,20:16+0,Leisure,Walking or Biking,Missing,NoCharging
10135,5684,1,2,5684,5684,20:16+0,6,20:22+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10138,5684,0,0,5684,5684,03:00+0,0,03:00+0,08:19+0,Home,Missing,Missing,NoCharging
10138,5684,0,1,5684,5667,08:19+0,21,08:40+0,18:34+0,Work,Car,Missing,PublicCharging
10138,5684,0,2,5667,5684,18:34+0,21,18:55+0,03:00+1,Home,Car,Missing,NoCharging
10138,5684,1,0,5684,5684,03:00+0,0,03:00+0,07:49+0,Home,Missing,Missing,PrivateCharging
10138,5684,1,1,5684,5682,07:49+0,11,08:00+0,08:17+0,Social,Walking or Biking,Missing,NoCharging
10138,5684,1,2,5682,5684,08:17+0,11,08:28+0,16:11+0,Work,Walking or Biking,Missing,NoCharging
10138,5684,1,3,5684,5684,16:11+0,6,16:17+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10145,5684,0,0,5684,5684,03:00+0,0,03:00+0,08:34+0,Home,Missing,Missing,PrivateCharging
10145,5684,0,1,5684,5684,08:34+0,5,08:39+0,11:18+0,Work,Car,Missing,NoCharging
10145,5684,0,2,5684,5684,11:18+0,9,11:27+0,12:55+0,Home,Car,Missing,PrivateCharging
10145,5684,0,3,5684,5684,12:56+0,8,13:04+0,18:02+0,Work,Car,Missing,NoCharging
10145,5684,0,4,5684,5684,18:02+0,6,18:08+0,03:00+1,Home,Car,Missing,PrivateCharging
10145,5684,1,0,5684,5684,03:00+0,0,03:00+0,08:15+0,Home,Missing,Missing,NoCharging
10145,5684,1,1,5684,5503,08:15+0,14,08:29+0,16:53+0,Work,Car,Missing,SemiPublicCharging
10145,5684,1,2,5503,5503,16:54+0,7,17:01+0,17:06+0,Business,Car,Missing,PublicCharging
10145,5684,1,3,5503,5684,17:06+0,14,17:20+0,03:00+1,Home,Car,Missing,NoCharging
10148,5684,0,0,5684,5684,03:00+0,0,03:00+0,06:18+0,Home,Missing,Missing,PrivateCharging
10148,5684,0,1,5684,5682,06:18+0,4,06:22+0,16:28+0,Work,Car,Missing,NoCharging
10148,5684,0,2,5682,5684,16:28+0,4,16:32+0,03:00+1,Home,Car,Missing,PrivateCharging
10148,5684,1,0,5684,5684,03:00+0,0,03:00+0,13:36+0,Home,Missing,Missing,NoCharging
10148,5684,1,1,5684,5684,13:36+0,8,13:44+0,13:46+0,Touring,Car as Passenger,Missing,NoCharging
10148,5684,1,2,5684,5684,13:46+0,9,13:55+0,17:44+0,Home,Car as Passenger,Missing,PrivateCharging
10148,5684,1,3,5684,5684,17:44+0,16,18:00+0,23:04+0,Touring,Walking or Biking,Missing,NoCharging
10148,5684,1,4,5684,5684,23:04+0,26,23:30+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10153,5683,0,0,5683,5683,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,NoCharging
10153,5683,1,0,5683,5683,03:00+0,0,03:00+0,07:59+0,Home,Missing,Missing,PrivateCharging
10153,5683,1,1,5683,5683,07:59+0,11,08:10+0,14:50+0,Work,Walking or Biking,Missing,NoCharging
10153,5683,1,2,5683,5683,14:50+0,12,15:02+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10161,5683,0,0,5683,5683,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,NoCharging
10161,5683,1,0,5683,5683,03:00+0,0,03:00+0,07:19+0,Home,Missing,Missing,PrivateCharging
10161,5683,1,1,5683,5683,07:19+0,5,07:24+0,14:30+0,Work,Car,Missing,SemiPublicCharging
10161,5683,1,2,5683,5683,14:30+0,7,14:37+0,03:00+1,Home,Car,Missing,PrivateCharging
10152,5684,0,0,5684,5684,03:00+0,0,03:00+0,08:23+0,Home,Missing,Missing,PrivateCharging
10152,5684,0,1,5684,5684,08:23+0,25,08:48+0,17:09+0,Work,Walking or Biking,Missing,NoCharging
10152,5684,0,2,5684,5684,17:09+0,24,17:33+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10152,5684,1,0,5684,5684,03:00+0,0,03:00+0,11:00+0,Home,Missing,Missing,PrivateCharging
10152,5684,1,1,5684,5624,11:00+0,10,11:10+0,17:33+0,Work,Car,Missing,SemiPublicCharging
10152,5684,1,2,5624,5684,17:33+0,10,17:43+0,03:00+1,Home,Car,Missing,NoCharging
10160,5683,0,0,5683,5683,03:00+0,0,03:00+0,08:06+0,Home,Missing,Missing,NoCharging
10160,5683,0,1,5683,5627,08:06+0,9,08:15+0,15:11+0,Work,Car,Missing,FastCharging
10160,5683,0,2,5627,5683,15:11+0,9,15:20+0,03:00+1,Home,Car,Missing,NoCharging
10160,5683,1,0,5683,5683,03:00+0,0,03:00+0,06:28+0,Home,Missing,Missing,NoCharging
10160,5683,1,1,5683,5657,06:28+0,39,07:07+0,17:14+0,Work,Walking or Biking,Missing,NoCharging
10160,5683,1,2,5657,5683,17:14+0,39,17:53+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
10162,5683,0,0,5683,5683,03:00+0,0,03:00+0,07:54+0,Home,Missing,Missing,PrivateCharging
10162,5683,0,1,5683,5683,07:54+0,7,08:01+0,08:11+0,Leisure,Car,Missing,PublicCharging
10162,5683,0,2,5683,5683,08:12+0,6,08:18+0,15:53+0,Work,Car,Missing,NoCharging
10162,5683,0,3,5683,5683,15:53+0,6,15:59+0,03:00+1,Home,Car,Missing,NoCharging
10162,5683,1,0,5683,5683,03:00+0,0,03:00+0,07:41+0,Home,Missing,Missing,PrivateCharging
10162,5683,1,1,5683,5682,07:41+0,9,07:50+0,18:51+0,Work,Walking or Biking,Missing,NoCharging
10162,5683,1,2,5682,5683,18:51+0,9,19:00+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
11039,5682,0,0,5682,5682,03:00+0,0,03:00+0,05:55+0,Home,Missing,Missing,PrivateCharging
11039,5682,0,1,5682,4703,05:55+0,54,06:49+0,15:32+0,Work,Car,Missing,PublicCharging
11039,5682,0,2,4703,5682,15:32+0,54,16:26+0,03:00+1,Home,Car,Missing,NoCharging
11038,5682,0,0,5682,5682,03:00+0,0,03:00+0,13:47+0,Home,Missing,Missing,PrivateCharging
11038,5682,0,1,5682,5682,13:47+0,20,14:07+0,18:09+0,Leisure,Walking or Biking,Missing,NoCharging
11038,5682,0,2,5682,5682,18:09+0,25,18:34+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
11040,5682,0,0,5682,5682,03:00+0,0,03:00+0,08:24+0,Home,Missing,Missing,NoCharging
11040,5682,0,1,5682,5682,08:24+0,5,08:29+0,16:47+0,Work,Car,Missing,SemiPublicCharging
11040,5682,0,2,5682,5682,17:18+0,8,17:26+0,17:45+0,Groceries,Car,Missing,NoCharging
11040,5682,0,3,5682,5682,17:45+0,9,17:54+0,03:00+1,Home,Car,Missing,NoCharging
11160,5681,0,0,5681,5681,03:00+0,0,03:00+0,10:03+0,Home,Missing,Missing,NoCharging
11160,5681,0,1,5681,5681,10:03+0,6,10:09+0,11:41+0,Business,Car,Missing,PublicCharging
11160,5681,0,2,5681,5684,11:41+0,5,11:46+0,13:02+0,Business,Car,Missing,NoCharging
11160,5681,0,3,5684,5684,13:02+0,7,13:09+0,14:33+0,Business,Car,Missing,NoCharging
11160,5681,0,4,5684,5681,14:34+0,5,14:39+0,15:37+0,Home,Car,Missing,NoCharging
11160,5681,0,5,5681,5681,15:38+0,8,15:46+0,16:04+0,Groceries,Car,Missing,NoCharging
11160,5681,0,6,5681,5681,16:04+0,9,16:13+0,16:18+0,Home,Car,Missing,NoCharging
11160,5681,0,7,5681,5681,16:42+0,6,16:48+0,17:46+0,Business,Walking or Biking,Missing,NoCharging
11160,5681,0,8,5681,5681,17:46+0,28,18:14+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
11160,5681,1,0,5681,5681,03:00+0,0,03:00+0,16:12+0,Home,Missing,Missing,PrivateCharging
11160,5681,1,1,5681,3601,16:12+0,101,17:53+0,20:49+0,Social,Public Transport,Missing,NoCharging
11160,5681,1,2,3601,5681,20:49+0,101,22:30+0,03:00+1,Home,Public Transport,Missing,NoCharging
11341,5682,0,0,5682,5682,03:00+0,0,03:00+0,05:44+0,Home,Missing,Missing,NoCharging
11341,5682,0,1,5682,1607,05:44+0,110,07:34+0,16:42+0,Work,Car as Passenger,Missing,NoCharging
11341,5682,0,2,1607,5682,16:42+0,110,18:32+0,03:00+1,Home,Car as Passenger,Missing,PrivateCharging
11341,5682,1,0,5682,5682,03:00+0,0,03:00+0,09:47+0,Home,Missing,Missing,PrivateCharging
11341,5682,1,1,5682,5682,09:47+0,24,10:11+0,10:16+0,BringGet,Walking or Biking,Missing,NoCharging
11341,5682,1,2,5682,5682,10:17+0,22,10:39+0,13:45+0,Home,Walking or Biking,Missing,NoCharging
11341,5682,1,3,5682,5682,13:45+0,21,14:06+0,14:11+0,BringGet,Walking or Biking,Missing,NoCharging
11341,5682,1,4,5682,5682,14:12+0,8,14:20+0,15:00+0,Home,Walking or Biking,Missing,NoCharging
11341,5682,1,5,5682,5683,15:09+0,3,15:12+0,15:32+0,Groceries,Car,Missing,NoCharging
11341,5682,1,6,5683,5683,16:11+0,5,16:16+0,16:35+0,BringGet,Car,Missing,NoCharging
11341,5682,1,7,5683,5298,16:49+0,10,16:59+0,17:09+0,BringGet,Car,Missing,FastCharging
11341,5682,1,8,5298,5682,17:09+0,9,17:18+0,03:00+1,Home,Car,Missing,NoCharging
11480,5682,0,0,5682,5682,03:00+0,0,03:00+0,12:15+0,Home,Missing,Missing,NoCharging
11480,5682,0,1,5682,5706,12:15+0,24,12:39+0,17:56+0,Touring,Car,Missing,NoCharging
11480,5682,0,2,5706,5682,17:56+0,24,18:20+0,03:00+1,Home,Car,Missing,PrivateCharging
11480,5682,1,0,5682,5682,03:00+0,0,03:00+0,03:00+1,Home,Missing,Missing,PrivateCharging
11439,5681,0,0,5681,5681,03:00+0,0,03:00+0,11:39+0,Home,Missing,Missing,PrivateCharging
11439,5681,0,1,5681,5091,11:39+0,17,11:56+0,12:04+0,Leisure,Car,Missing,PublicCharging
11439,5681,0,2,5091,5091,12:21+0,6,12:27+0,13:50+0,Leisure,Car,Missing,NoCharging
11439,5681,0,3,5091,5681,13:51+0,17,14:08+0,17:02+0,Home,Car,Missing,PrivateCharging
11439,5681,0,4,5681,5652,17:02+0,58,18:00+0,19:45+0,Leisure,Walking or Biking,Missing,NoCharging
11439,5681,0,5,5652,5681,19:45+0,58,20:43+0,03:00+1,Home,Walking or Biking,Missing,NoCharging
11439,5681,1,0,5681,5681,03:00+0,0,03:00+0,06:14+0,Home,Missing,Missing,NoCharging
11439,5681,1,1,5681,5681,06:14+0,12,06:26+0,07:55+0,Business,Walking or Biking,Missing,NoCharging
11439,5681,1,2,5681,5681,07:56+0,11,08:07+0,15:40+0,Home,Walking or Biking,Missing,NoCharging
11439,5681,1,3,5681,5681,15:40+0,6,15:46+0,16:35+0,Business,Car,Missing,NoCharging
11439,5681,1,4,5681,5683,16:50+0,4,16:54+0,17:34+0,Groceries,Car,Missing,NoCharging
11439,5681,1,5,5683,5681,17:34+0,4,17:38+0,03:00+1,Home,Car,Missing,NoCharging
11479,5682,0,0,5682,5682,03:00+0,0,03:00+0,16:59+0,Home,Missing,Missing,PrivateCharging
